2023-06-13 23:42:37 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 16276
2023-06-13 23:42:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-06-13 23:42:37 0 [Note] InnoDB: Uses event mutexes
2023-06-13 23:42:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-06-13 23:42:37 0 [Note] InnoDB: Number of pools: 1
2023-06-13 23:42:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 2607700 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 2607700 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 2335007 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 2335007 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 2335046 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 2335046 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
